Objects in View; FPS
29;422,612579
29;418,981384
29;425,913544
29;421,400055
28;417,592041
29;420,407379
29;422,695282
29;418,742981
28;422,743378
29;419,965790
29;425,728943
29;426,696228
28;427,240326
28;418,747925
29;418,622314
29;410,667694
29;433,174713
29;423,243134
28;421,669250
29;425,715851
29;421,790283
