Objects in View; FPS
1080;22,385824
1074;22,987244
1130;23,419891
1165;22,973835
1174;23,383110
1121;22,865528
1110;23,541830
1110;23,388166
1111;22,880651
1105;22,837505
1122;23,244297
1174;22,990589
1171;23,653002
1130;22,265560
1083;22,521719
1084;23,151131
1136;22,466349
1178;22,639702
1180;22,772043
1113;23,062990
1102;22,873114
