Objects in View; FrameTime
0;0,000000
0;0,000000
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;1,974224
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
0;311,316406
