Objects in View; FPS
49;359,488220
49;356,558075
51;358,617859
53;353,861694
51;375,364044
48;372,691406
49;373,168488
52;371,072388
51;372,868164
50;372,269287
48;374,755310
52;374,393555
52;371,620697
50;369,304413
50;375,346893
49;372,966339
50;372,691620
53;374,943451
51;373,745514
48;370,379303
49;376,509827
