Objects in View; FPS
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;0.000000
0;18.979866
0;18.979866
0;25.503950
0;26.196327
0;25.303005
0;26.160614
0;26.120426
0;25.612413
0;26.050194
0;25.426191
0;26.264269
0;25.945810
0;26.278561
0;25.596056
0;26.157604
0;25.657583
0;26.293915
0;26.040195
0;25.834181
0;25.914440
0;26.555367
0;26.382244
0;26.199993
