Objects in View; FPS
69;378,708893
69;360,954987
71;383,649139
75;371,665009
71;365,662750
66;373,568115
68;372,210541
78;389,099182
77;369,522491
69;356,186157
66;372,965454
72;378,981842
74;380,871826
70;373,384277
70;365,989014
68;371,534760
71;380,347900
75;367,268677
71;380,017944
66;359,486572
68;374,118744
