Objects in View; FrameTime
0;-431602080.000000
0;-431602080.000000
0;-431602080.000000
0;-431602080.000000
0;-431602080.000000
0;-431602080.000000
0;-431602080.000000
0;0.144787
0;0.144787
0;0.144787
0;0.144787
0;0.144787
0;0.144787
0;0.144787
0;0.144787
0;0.144787
0;0.123332
0;0.123332
0;0.123332
0;0.123332
0;0.123332
0;0.123332
0;0.123332
0;0.123332
0;0.136254
0;0.136254
0;0.136254
0;0.136254
0;0.136254
0;0.136254
0;0.136254
0;0.136254
0;0.131793
0;0.131793
0;0.131793
0;0.131793
0;0.131793
0;0.131793
0;0.131793
0;0.131793
0;0.129112
0;0.129112
0;0.129112
0;0.129112
0;0.129112
0;0.129112
0;0.129112
0;0.129112
0;0.129112
0;0.124014
0;0.124014
0;0.124014
0;0.124014
0;0.124014
0;0.124014
0;0.124014
0;0.124014
0;0.135417
0;0.135417
0;0.135417
0;0.135417
0;0.135417
0;0.135417
0;0.135417
0;0.135417
0;0.140199
0;0.140199
0;0.140199
0;0.140199
0;0.140199
0;0.140199
0;0.140199
0;0.146935
0;0.146935
0;0.146935
0;0.146935
0;0.146935
0;0.146935
0;0.146935
0;0.146935
0;0.146935
0;0.124150
0;0.124150
0;0.124150
0;0.124150
0;0.124150
0;0.124150
0;0.124150
0;0.124150
0;0.137748
0;0.137748
0;0.137748
0;0.137748
0;0.137748
0;0.137748
0;0.137748
0;0.137748
0;0.150293
0;0.150293
0;0.150293
0;0.150293
0;0.150293
0;0.150293
0;0.150293
0;0.150920
0;0.150920
0;0.150920
0;0.150920
0;0.150920
0;0.150920
0;0.150920
0;0.150920
0;0.127497
0;0.127497
0;0.127497
0;0.127497
0;0.127497
0;0.127497
0;0.127497
0;0.127497
0;0.127497
0;0.121264
0;0.121264
0;0.121264
0;0.121264
0;0.121264
0;0.121264
0;0.121264
0;0.121264
0;0.130203
0;0.130203
0;0.130203
0;0.130203
0;0.130203
0;0.130203
0;0.130203
0;0.130203
0;0.126183
0;0.126183
0;0.126183
0;0.126183
0;0.126183
0;0.126183
0;0.126183
0;0.126183
0;0.126183
0;0.123209
0;0.123209
0;0.123209
0;0.123209
0;0.123209
0;0.123209
0;0.123209
0;0.123209
0;0.133413
0;0.133413
0;0.133413
